コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分
9818,大丸エナウィン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9820,エムティジェネックス,スタンダード（内国株式）,8050,不動産業,17,不動産 
9823,マミーマート,スタンダード（内国株式）,6100,小売業,14,小売 
9827,リリカラ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9828,元気寿司,スタンダード（内国株式）,6100,小売業,14,小売 
9835,ジュンテンドー,スタンダード（内国株式）,6100,小売業,14,小売 
9845,パーカーコーポレーション,スタンダード（内国株式）,3200,化学,4,素材・化学 
9846,天満屋ストア,スタンダード（内国株式）,6100,小売業,14,小売 
9849,共同紙販ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9852,ＣＢグループマネジメント,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9853,銀座ルノアール,スタンダード（内国株式）,6100,小売業,14,小売 
9854,愛眼,スタンダード（内国株式）,6100,小売業,14,小売 
9856,ケーユーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9857,英和,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9867,ソレキア,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9872,北恵,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9873,日本ＫＦＣホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9876,コックス,スタンダード（内国株式）,6100,小売業,14,小売 
9878,セキド,スタンダード（内国株式）,6100,小売業,14,小売 
9885,シャルレ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9888,ＵＥＸ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9890,マキヤ,スタンダード（内国株式）,6100,小売業,14,小売 
9895,コンセック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9903,カンセキ,スタンダード（内国株式）,6100,小売業,14,小売 
9904,ベリテ,スタンダード（内国株式）,6100,小売業,14,小売 
9906,藤井産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9908,日本電計,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9913,日邦産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9914,植松商会,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9919,関西フードマーケット,スタンダード（内国株式）,6100,小売業,14,小売 
9927,ワットマン,スタンダード（内国株式）,6100,小売業,14,小売 
9929,平和紙業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9930,北沢産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9941,太洋物産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9950,ハチバン,スタンダード（内国株式）,6100,小売業,14,小売 
9955,ヨンキュウ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9959,アシードホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9964,アイ・テック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9967,堺商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9969,ショクブン,スタンダード（内国株式）,6100,小売業,14,小売 
9972,アルテック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9973,小僧寿し,スタンダード（内国株式）,6100,小売業,14,小売 
9976,セキチュー,スタンダード（内国株式）,6100,小売業,14,小売 
9977,アオキスーパー,スタンダード（内国株式）,6100,小売業,14,小売 
9978,文教堂グループホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9979,大庄,スタンダード（内国株式）,6100,小売業,14,小売 
9980,ＭＲＫホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9982,タキヒヨー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9986,蔵王産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9993,ヤマザワ,スタンダード（内国株式）,6100,小売業,14,小売 
9994,やまや,スタンダード（内国株式）,6100,小売業,14,小売 
9996,サトー商会,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
