コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分
7698,アイスコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
7705,ジーエルサイエンス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7709,クボテック,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7711,助川電気工業,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7713,シグマ光機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7716,ナカニシ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7719,東京衡機,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7722,国際計測器,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7726,黒田精工,スタンダード（内国株式）,3600,機械,8,機械 
7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密 
7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7826,フルヤ金属,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7838,共立印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7875,竹田印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学 
7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7886,ヤマト・インダストリー,スタンダード（内国株式）,3200,化学,4,素材・化学 
7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7895,中央化学,スタンダード（内国株式）,3200,化学,4,素材・化学 
7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7899,ＭＩＣＳ化学,スタンダード（内国株式）,3200,化学,4,素材・化学 
7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学 
7916,光村印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7919,野崎印刷紙業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7922,三光産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7923,トーイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7927,ムトー精工,スタンダード（内国株式）,3200,化学,4,素材・化学 
7928,旭化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学 
7932,ニッピ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7937,ツツミ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7938,リーガルコーポレーション,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7939,研創,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7940,ウェーブロックホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学 
7945,コマニー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7946,光陽社,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7953,菊水化学工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7957,フジコピアン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7961,兼松サステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7963,興研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7975,リヒトラブ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7980,重松製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7983,ミロク,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7985,ネポン,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
7986,日本アイ・エス・ケイ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7991,マミヤ・オーピー,スタンダード（内国株式）,3600,機械,8,機械 
7992,セーラー万年筆,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7997,くろがね工作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7999,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,3650,電気機器,9,電機・精密 
8006,ユアサ・フナショク,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8013,ナイガイ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8018,三共生興,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8023,大興電子通信,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8025,ツカモトコーポレーション,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8029,ルックホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8030,中央魚類,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8038,東都水産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8039,築地魚市場,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8040,東京ソワール,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8041,ＯＵＧホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8045,横浜丸魚,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8046,丸藤シートパイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8066,三谷商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8072,日本出版貿易,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8085,ナラサキ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8089,ナイス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8104,クワザワホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8105,堀田丸正,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8107,キムラタン,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8115,ムーンバット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8117,中央自動車工業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8118,キング,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8119,三栄コーポレーション,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8123,川辺,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8127,ヤマトインターナショナル,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8131,ミツウロコグループホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8135,ゼット,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8138,三京化成,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8139,ナガホリ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8143,ラピーヌ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
8144,電響社,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8147,トミタ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8152,ソマール,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8166,タカキュー,スタンダード（内国株式）,6100,小売業,14,小売 
8181,東天紅,スタンダード（内国株式）,6100,小売業,14,小売 
8198,マックスバリュ東海,スタンダード（内国株式）,6100,小売業,14,小売 
8202,ラオックス,スタンダード（内国株式）,6100,小売業,14,小売 
8207,テンアライド,スタンダード（内国株式）,6100,小売業,14,小売 
8208,エンチョー,スタンダード（内国株式）,6100,小売業,14,小売 
8209,フレンドリー,スタンダード（内国株式）,6100,小売業,14,小売 
8215,銀座山形屋,スタンダード（内国株式）,6100,小売業,14,小売 
8225,タカチホ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8226,理経,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8230,はせがわ,スタンダード（内国株式）,6100,小売業,14,小売 
8244,近鉄百貨店,スタンダード（内国株式）,6100,小売業,14,小売 
8247,大和,スタンダード（内国株式）,6100,小売業,14,小売 
8249,テクノアソシエ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8254,さいか屋,スタンダード（内国株式）,6100,小売業,14,小売 
8256,プロルート丸光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8260,井筒屋,スタンダード（内国株式）,6100,小売業,14,小売 
8289,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,6100,小売業,14,小売 
8303,新生銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8349,東北銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8365,富山銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8383,鳥取銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8416,高知銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8462,フューチャーベンチャーキャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8508,Ｊトラスト,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8518,日本アジア投資,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8521,長野銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8537,大光銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8542,トマト銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8562,福島銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8563,大東銀行,スタンダード（内国株式）,7050,銀行業,15,銀行 
8572,アコム,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8596,九州リースサービス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8617,光世証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8699,ＨＳホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8700,丸八証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8704,トレイダーズホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8705,岡藤日産証券ホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8737,あかつき本社,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8742,小林洋行,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8746,第一商品,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8747,豊トラスティ証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
8772,アサックス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8783,ＧＦＡ,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8789,フィンテック　グローバル,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行） 
8835,太平洋興発,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
8836,ＲＩＳＥ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8841,テーオーシー,スタンダード（内国株式）,8050,不動産業,17,不動産 
8844,コスモスイニシア,スタンダード（内国株式）,8050,不動産業,17,不動産 
8854,日住サービス,スタンダード（内国株式）,8050,不動産業,17,不動産 
8886,ウッドフレンズ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8887,リベレステ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8889,ＡＰＡＭＡＮ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8890,レーサム,スタンダード（内国株式）,8050,不動産業,17,不動産 
8891,ＡＭＧホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産 
8893,新日本建物,スタンダード（内国株式）,8050,不動産業,17,不動産 
8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8898,センチュリー２１・ジャパン,スタンダード（内国株式）,8050,不動産業,17,不動産 
8903,サンウッド,スタンダード（内国株式）,8050,不動産業,17,不動産 
8908,毎日コムネット,スタンダード（内国株式）,8050,不動産業,17,不動産 
8909,シノケングループ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8912,エリアクエスト,スタンダード（内国株式）,8050,不動産業,17,不動産 
8914,エリアリンク,スタンダード（内国株式）,8050,不動産業,17,不動産 
8918,ランド,スタンダード（内国株式）,8050,不動産業,17,不動産 
8920,東祥,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
8925,アルデプロ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8927,明豊エンタープライズ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8928,穴吹興産,スタンダード（内国株式）,8050,不動産業,17,不動産 
8929,青山財産ネットワークス,スタンダード（内国株式）,8050,不動産業,17,不動産 
8931,和田興産,スタンダード（内国株式）,8050,不動産業,17,不動産 
8944,ランドビジネス,スタンダード（内国株式）,8050,不動産業,17,不動産 
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,8050,不動産業,17,不動産 
8995,誠建設工業,スタンダード（内国株式）,8050,不動産業,17,不動産 
9012,秩父鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9014,新京成電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9017,新潟交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9028,ゼロ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9029,ヒガシトゥエンティワン,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9033,広島電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9034,南総通運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9036,東部ネットワーク,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9049,京福電気鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9051,センコン物流,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9057,遠州トラック,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9059,カンダホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9060,日本ロジテム,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9063,岡山県貨物運送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9067,丸運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9073,京極運輸商事,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9074,日本石油輸送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9078,エスライン,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9082,大和自動車交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9083,神姫バス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9087,タカセ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9115,明治海運,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9127,玉井商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9130,共栄タンカー,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9145,ビーイングホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流 
9171,栗林商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9173,東海汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9193,東京汽船,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9206,スターフライヤー,スタンダード（内国株式）,5150,空運業,12,運輸・物流 
9213,セイファート,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9220,エフビー介護サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9221,フルハシＥＰＯ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9232,パスコ,スタンダード（内国株式）,5150,空運業,12,運輸・物流 
9233,アジア航測,スタンダード（内国株式）,5150,空運業,12,運輸・物流 
9249,日本エコシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9263,ビジョナリーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
9264,ポエック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9265,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9268,オプティマスグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9275,ナルミヤ・インターナショナル,スタンダード（内国株式）,6100,小売業,14,小売 
9306,東陽倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9307,杉村倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9308,乾汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流 
9311,アサガミ,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9312,ケイヒン,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9313,丸八倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9318,アジア開発キャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
9322,川西倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9327,イー・ロジット,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9353,櫻島埠頭,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9355,リンコーコーポレーション,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9360,鈴与シンワート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9361,伏木海陸運送,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9362,兵機海運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9363,大運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9365,トレーディア,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9366,サンリツ,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9367,大東港運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9368,キムラユニティー,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9369,キユーソー流通システム,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9376,ユーラシア旅行社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9377,エージーピー,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9380,東海運,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9408,新潟放送,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9414,日本ＢＳ放送,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9417,スマートバリュー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9421,エヌジェイホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9423,フォーバル・リアルストレート,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9425,日本テレホン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9428,クロップス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9436,沖縄セルラー電話,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9439,エム・エイチ・グループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9441,ベルパーク,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9444,トーシンホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9445,フォーバルテレコム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9446,サカイホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9466,アイドママーケティングコミュニケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9475,昭文社ホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9476,中央経済社ホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9478,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9479,インプレスホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9537,北陸瓦斯,スタンダード（内国株式）,4050,電気・ガス業,11,電力・ガス 
9539,京葉瓦斯,スタンダード（内国株式）,4050,電気・ガス業,11,電力・ガス 
9610,ウィルソン・ラーニング　ワールドワイド,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9625,セレスポ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9631,東急レクリエーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9632,スバル興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9633,東京テアトル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9635,武蔵野興業,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9636,きんえい,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9637,オーエス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9639,三協フロンテア,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9640,セゾン情報システムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9641,サコス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9647,協和コンサルタンツ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9651,日本プロセス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9656,グリーンランドリゾート,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9661,歌舞伎座,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9675,常磐興産,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9679,ホウライ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9685,ＫＹＣＯＭホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9686,東洋テック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9687,ＫＳＫ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9691,両毛システムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9696,ウィザス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9698,クレオ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9701,東京會舘,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9704,アゴーラ　ホスピタリティー　グループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9708,帝国ホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9709,ＮＣＳ＆Ａ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9713,ロイヤルホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9720,ホテル、ニューグランド,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9723,京都ホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9726,ＫＮＴ－ＣＴホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9731,白洋舎,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9733,ナガセ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9734,精養軒,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9753,アイエックス・ナレッジ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9760,進学会ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9761,東海リース,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9763,丸紅建材リース,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9767,日建工学,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9768,いであ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9776,札幌臨床検査センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9778,昴,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9780,ハリマビステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9782,ディーエムエス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9791,ビケンテクノ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9799,旭情報サービス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9812,テーオーホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
9816,ストライダーズ,スタンダード（内国株式）,8050,不動産業,17,不動産 
