コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分
6545,インターネットインフィニティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6548,旅工房,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6550,Ｕｎｉｐｏｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6554,エスユーエス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6557,ＡＩＡＩグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6558,クックビズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6562,ジーニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6563,みらいワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6567,ＳＥＲＩＯホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6568,神戸天然物化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6573,アジャイルメディア・ネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6574,コンヴァノ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6577,ベストワンドットコム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6579,ログリー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6580,ライトアップ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
6597,ＨＰＣシステムズ,グロース（内国株式）,3650,電気機器,9,電機・精密 
6612,バルミューダ,グロース（内国株式）,3650,電気機器,9,電機・精密 
6613,ＱＤレーザ,グロース（内国株式）,3650,電気機器,9,電機・精密 
6618,大泉製作所,グロース（内国株式）,3650,電気機器,9,電機・精密 
6696,トラース・オン・プロダクト,グロース（内国株式）,3650,電気機器,9,電機・精密 
7031,インバウンドテック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7036,イーエムネットジャパン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7039,ブリッジインターナショナル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7041,ＣＲＧホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7043,アルー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7046,ＴＤＳＥ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7047,ポート,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7048,ベルトラ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7049,識学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7050,フロンティアインターナショナル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7061,日本ホスピスホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7062,フレアス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7063,Ｂｉｒｄｍａｎ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7064,ハウテレビジョン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7066,ピアズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7067,ブランディングテクノロジー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7068,フィードフォースグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7069,サイバー・バズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7070,ＳＩホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7072,インティメート・マージャー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7073,ジェイック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7074,トゥエンティーフォーセブン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7077,ＡＬｉＮＫインターネット,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7078,ＩＮＣＬＵＳＩＶＥ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7079,ＷＤＢココ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7080,スポーツフィールド,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7082,ジモティー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7083,ＡＨＣグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7084,Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7086,きずなホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7089,フォースタートアップス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7090,リグア,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7091,リビングプラットフォーム,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7093,アディッシュ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7094,ＮｅｘＴｏｎｅ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7096,ステムセル研究所,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7097,さくらさくプラス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ,グロース（内国株式）,6100,小売業,14,小売 
7138,ＴＯＲＩＣＯ,グロース（内国株式）,6100,小売業,14,小売 
7140,ペットゴー,グロース（内国株式）,6100,小売業,14,小売 
7157,ライフネット生命保険,グロース（内国株式）,7150,保険業,16,金融（除く銀行） 
7317,松屋アールアンドディ,グロース（内国株式）,3700,輸送用機器,6,自動車・輸送機 
7318,セレンディップ・ホールディングス,グロース（内国株式）,3700,輸送用機器,6,自動車・輸送機 
7320,日本リビング保証,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行） 
7325,アイリックコーポレーション,グロース（内国株式）,7150,保険業,16,金融（除く銀行） 
7326,ＳＢＩインシュアランスグループ,グロース（内国株式）,7150,保険業,16,金融（除く銀行） 
7339,アイペットホールディングス,グロース（内国株式）,7150,保険業,16,金融（除く銀行） 
7342,ウェルスナビ,グロース（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
7343,ブロードマインド,グロース（内国株式）,7150,保険業,16,金融（除く銀行） 
7345,アイ・パートナーズフィナンシャル,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行） 
7351,グッドパッチ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7352,Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7353,ＫＩＹＯラーニング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7356,Ｒｅｔｔｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7359,東京通信,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7360,オンデック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7361,ヒューマンクリエイションホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7362,Ｔ．Ｓ．Ｉ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7363,ベビーカレンダー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7369,メイホーホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7370,Ｅｎｊｉｎ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7371,全研本社,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7372,デコルテ・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7373,アイドマ・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7374,コンフィデンス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7375,リファインバースグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7376,ＢＣＣ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7378,アシロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7379,サーキュレーション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
7386,ジャパンワランティサポート,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行） 
7671,ＡｍｉｄＡホールディングス,グロース（内国株式）,6100,小売業,14,小売 
7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,6100,小売業,14,小売 
7676,グッドスピード,グロース（内国株式）,6100,小売業,14,小売 
7683,ダブルエー,グロース（内国株式）,6100,小売業,14,小売 
7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,6050,卸売業,13,商社・卸売 
7687,ミクリード,グロース（内国株式）,6050,卸売業,13,商社・卸売 
7689,コパ・コーポレーション,グロース（内国株式）,6050,卸売業,13,商社・卸売 
7694,いつも,グロース（内国株式）,6100,小売業,14,小売 
7695,交換できるくん,グロース（内国株式）,6100,小売業,14,小売 
7707,プレシジョン・システム・サイエンス,グロース（内国株式）,3750,精密機器,9,電機・精密 
7774,ジャパン・ティッシュ・エンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密 
7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密 
7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密 
7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密 
7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7813,プラッツ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
7829,サマンサタバサジャパンリミテッド,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他 
8938,グローム・ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産 
9211,エフ・コード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9215,ＣａＳｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9218,メンタルヘルステクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9219,ギックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9227,マイクロ波化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9229,サンウェルズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9240,デリバリーコンサルティング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9241,フューチャーリンクネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9242,メディア総研,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9244,デジタリフト,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9245,リベロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9246,プロジェクトカンパニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9250,ＧＲＣＳ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9252,ラストワンマイル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9253,スローガン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9254,ラバブルマーケティンググループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9256,サクシード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9258,ＣＳ－Ｃ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9259,タカヨシ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9270,バリュエンスホールディングス,グロース（内国株式）,6050,卸売業,13,商社・卸売 
9271,和心,グロース（内国株式）,6100,小売業,14,小売 
9272,ブティックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9326,関通,グロース（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流 
9467,アルファポリス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
9522,リニューアブル・ジャパン,グロース（内国株式）,4050,電気・ガス業,11,電力・ガス 
9552,Ｍ＆Ａ総合研究所,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9553,マイクロアド,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
9554,ＡＶｉＣ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他 
